epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
0,99,,,0.4375,1.0772666931152344,,
0,114,,,,,0.35459184646606445,1.1009929180145264
1,199,,,0.375,1.1153513193130493,,
1,229,,,,,0.35459184646606445,1.0990920066833496
2,299,,,0.25,1.131272554397583,,
2,344,,,,,0.35459184646606445,1.0963636636734009
3,399,,,0.1875,1.1267914772033691,,
3,459,,,,,0.35969388484954834,1.0901210308074951
4,499,,,0.5625,1.0447748899459839,,
4,574,,,,,0.37755101919174194,1.0828452110290527
5,599,,,0.1875,1.135575771331787,,
5,689,,,,,0.46683672070503235,1.0602619647979736
6,699,,,0.375,1.0832509994506836,,
6,799,,,0.4375,1.064947247505188,,
6,804,,,,,0.48469388484954834,1.050783634185791
7,899,,,0.75,1.0587538480758667,,
7,919,,,,,0.49744898080825806,1.03597092628479
8,999,,,0.625,1.0511775016784668,,
8,1034,,,,,0.5357142686843872,0.9872444868087769
9,1099,,,0.625,1.0165060758590698,,
9,1149,,,,,0.5306122303009033,0.995506763458252
10,1199,,,0.625,0.9610262513160706,,
10,1264,,,,,0.5102040767669678,0.9405540227890015
11,1299,,,0.25,1.0126452445983887,,
11,1379,,,,,0.5484693646430969,0.9377548098564148
12,1399,,,0.4375,0.9579921960830688,,
12,1494,,,,,0.5510203838348389,0.943456768989563
13,1499,,,0.375,0.9836249947547913,,
13,1599,,,0.6875,0.8161235451698303,,
13,1609,,,,,0.5688775777816772,0.8958257436752319
14,1699,,,0.75,0.7502175569534302,,
14,1724,,,,,0.5739796161651611,0.9036751389503479
15,1799,,,0.625,0.7472389936447144,,
15,1839,,,,,0.579081654548645,0.9277573227882385
16,1899,,,0.5625,0.8628172874450684,,
16,1954,,,,,0.5892857313156128,0.8940625190734863
17,1999,,,0.75,0.6497677564620972,,
17,2069,,,,,0.6122449040412903,0.8564938902854919
18,2099,,,0.625,0.7861574292182922,,
18,2184,,,,,0.6301020383834839,0.8488573431968689
19,2199,,,0.625,0.8470461368560791,,
19,2299,,,0.5,1.0679365396499634,,
19,2299,,,,,0.6198979616165161,0.8712302446365356
20,2399,,,0.75,0.8947282433509827,,
20,2414,,,,,0.6352040767669678,0.8069915771484375
21,2499,,,0.5625,0.8939727544784546,,
21,2529,,,,,0.6173469424247742,0.8227160573005676
22,2599,,,0.5625,0.9475538730621338,,
22,2644,,,,,0.6224489808082581,0.8651888370513916
23,2699,,,0.6875,0.6624978184700012,,
23,2759,,,,,0.6377550959587097,0.8131627440452576
24,2799,,,0.6875,0.654287576675415,,
24,2874,,,,,0.625,0.810302197933197
25,2899,,,0.875,0.6213735938072205,,
25,2989,,,,,0.6326530575752258,0.8101021647453308
26,2999,,,0.6875,0.5843302011489868,,
26,3099,,,0.625,0.8156531453132629,,
26,3104,,,,,0.6096938848495483,0.8285567760467529
27,3199,,,0.8125,0.6380134224891663,,
27,3219,,,,,0.668367326259613,0.7825921773910522
28,3299,,,0.6875,0.6627777814865112,,
28,3334,,,,,0.6734693646430969,0.7464509010314941
29,3399,,,0.625,0.7909575700759888,,
29,3449,,,,,0.670918345451355,0.7442299723625183
30,3499,,,0.6875,0.7424495816230774,,
30,3564,,,,,0.6658163070678711,0.7633410692214966
31,3599,,,0.75,0.6050646305084229,,
31,3679,,,,,0.6760203838348389,0.7401328086853027
32,3699,,,0.75,0.6459256410598755,,
32,3794,,,,,0.6913265585899353,0.7461748123168945
33,3799,,,0.6875,0.665209174156189,,
33,3899,,,0.6875,0.6766982674598694,,
33,3909,,,,,0.6836734414100647,0.7464123368263245
34,3999,,,0.625,0.7147314548492432,,
34,4024,,,,,0.6785714030265808,0.7354128956794739
35,4099,,,0.625,0.6580204963684082,,
35,4139,,,,,0.6505101919174194,0.7651840448379517
36,4199,,,0.9375,0.4181794822216034,,
36,4254,,,,,0.706632673740387,0.7368481755256653
37,4299,,,0.8125,0.4836375415325165,,
37,4369,,,,,0.7372449040412903,0.6846802234649658
38,4399,,,0.5625,0.7031369209289551,,
38,4484,,,,,0.7295918464660645,0.6602579951286316
39,4499,,,0.875,0.45983484387397766,,
39,4599,,,1.0,0.6406981945037842,,
39,4599,,,,,0.7321428656578064,0.6465749740600586
40,4699,,,0.625,0.8574976325035095,,
40,4714,,,,,0.6760203838348389,0.7594040632247925
41,4799,,,0.6875,0.7154150009155273,,
41,4829,,,,,0.7295918464660645,0.6732239127159119
42,4899,,,0.8125,0.5320059657096863,,
42,4944,,,,,0.7321428656578064,0.6559993028640747
43,4999,,,0.9375,0.35327965021133423,,
43,5059,,,,,0.7270408272743225,0.6429738998413086
44,5099,,,0.8125,0.5032762885093689,,
44,5174,,,,,0.7244898080825806,0.6551846265792847
45,5199,,,0.8125,0.6186017990112305,,
45,5289,,,,,0.7474489808082581,0.6578953862190247
46,5299,,,0.875,0.3752075135707855,,
46,5399,,,0.875,0.4818497896194458,,
46,5404,,,,,0.75,0.6439222097396851
47,5499,,,0.9375,0.33983078598976135,,
47,5519,,,,,0.7576530575752258,0.5969725251197815
48,5599,,,0.8125,0.4377424120903015,,
48,5634,,,,,0.7346938848495483,0.6339218616485596
49,5699,,,0.5625,0.8501044511795044,,
49,5749,,,,,0.7423469424247742,0.6292165517807007
50,5799,,,0.9375,0.2931678593158722,,
50,5864,,,,,0.75,0.6458725333213806
51,5899,,,0.8125,0.364566445350647,,
51,5979,,,,,0.7627550959587097,0.6239891648292542
52,5999,,,0.75,0.48022985458374023,,
52,6094,,,,,0.7423469424247742,0.6979070901870728
53,6099,,,0.75,0.5100684762001038,,
53,6199,,,1.0,0.26623255014419556,,
53,6209,,,,,0.7653061151504517,0.6606506705284119
54,6299,,,0.875,0.2982912063598633,,
54,6324,,,,,0.7780612111091614,0.5818712711334229
55,6399,,,0.6875,0.6801967620849609,,
55,6439,,,,,0.7551020383834839,0.6161187887191772
56,6499,,,0.8125,0.44358158111572266,,
56,6554,,,,,0.7831632494926453,0.6005060076713562
57,6599,,,0.8125,0.4076523184776306,,
57,6669,,,,,0.7678571343421936,0.6373752951622009
58,6699,,,0.875,0.3539491295814514,,
58,6784,,,,,0.7653061151504517,0.6062742471694946
59,6799,,,1.0,0.2181246429681778,,
59,6899,,,0.6666666865348816,0.9183201789855957,,
59,6899,,,,,0.7678571343421936,0.5780006051063538
60,6999,,,0.875,0.3813279867172241,,
60,7014,,,,,0.7678571343421936,0.5993196368217468
61,7099,,,0.875,0.31246858835220337,,
61,7129,,,,,0.7423469424247742,0.6256465911865234
62,7199,,,0.6875,0.8851339221000671,,
62,7244,,,,,0.7729591727256775,0.6022374629974365
63,7299,,,0.875,0.4235691428184509,,
63,7359,,,,,0.7704081535339355,0.5964257121086121
64,7399,,,1.0,0.17737357318401337,,
64,7474,,,,,0.7729591727256775,0.6591901779174805
65,7499,,,0.75,0.5821542143821716,,
65,7589,,,,,0.7627550959587097,0.6053338050842285
66,7599,,,0.875,0.35854148864746094,,
66,7699,,,0.9375,0.34683722257614136,,
66,7704,,,,,0.7474489808082581,0.6472594738006592
67,7799,,,0.6875,0.7358064651489258,,
67,7819,,,,,0.7474489808082581,0.682756245136261
68,7899,,,0.875,0.40907785296440125,,
68,7934,,,,,0.8010203838348389,0.5604963898658752
69,7999,,,0.9375,0.2789857089519501,,
69,8049,,,,,0.7780612111091614,0.5922446250915527
70,8099,,,0.875,0.2682899534702301,,
70,8164,,,,,0.8061224222183228,0.5113397836685181
71,8199,,,1.0,0.17892765998840332,,
71,8279,,,,,0.8086734414100647,0.5548616647720337
72,8299,,,0.9375,0.17862260341644287,,
72,8394,,,,,0.8112244606018066,0.5383397936820984
73,8399,,,0.9375,0.22711357474327087,,
73,8499,,,1.0,0.16170690953731537,,
73,8509,,,,,0.8163265585899353,0.5291171669960022
74,8599,,,1.0,0.1715545803308487,,
74,8624,,,,,0.7908163070678711,0.5749102830886841
75,8699,,,0.9375,0.20897184312343597,,
75,8739,,,,,0.793367326259613,0.5731832385063171
76,8799,,,0.875,0.45412829518318176,,
76,8854,,,,,0.7346938848495483,0.673590362071991
77,8899,,,0.9375,0.19395259022712708,,
77,8969,,,,,0.7627550959587097,0.6587473154067993
78,8999,,,0.75,0.5695061683654785,,
78,9084,,,,,0.7882652878761292,0.6001285910606384
79,9099,,,0.75,0.5488107204437256,,
79,9199,,,0.8333333730697632,0.2450813204050064,,
79,9199,,,,,0.7984693646430969,0.5578048229217529
80,9299,,,0.8125,0.4862311780452728,,
80,9314,,,,,0.7602040767669678,0.652911901473999
81,9399,,,0.875,0.23661601543426514,,
81,9429,,,,,0.7882652878761292,0.5528721213340759
82,9499,,,0.875,0.5939376354217529,,
82,9544,,,,,0.8188775777816772,0.49912482500076294
83,9599,,,0.875,0.553165853023529,,
83,9659,,,,,0.7882652878761292,0.6133531928062439
84,9699,,,0.75,0.36095568537712097,,
84,9774,,,,,0.8265306353569031,0.4773463010787964
85,9799,,,0.875,0.3997841477394104,,
85,9889,,,,,0.829081654548645,0.46396902203559875
86,9899,,,0.8125,0.2550771236419678,,
86,9999,,,0.875,0.3313635289669037,,
86,10004,,,,,0.8188775777816772,0.5450689196586609
87,10099,,,0.875,0.3628455698490143,,
87,10119,,,,,0.8035714030265808,0.4883136749267578
88,10199,,,1.0,0.19180630147457123,,
88,10234,,,,,0.8035714030265808,0.500251054763794
89,10299,,,1.0,0.09268874675035477,,
89,10349,,,,,0.8137755393981934,0.5051694512367249
90,10399,,,0.9375,0.2540896534919739,,
90,10464,,,,,0.8086734414100647,0.5089372396469116
91,10499,,,0.9375,0.3306305408477783,,
91,10579,,,,,0.8035714030265808,0.5160720348358154
92,10599,,,1.0,0.07450231164693832,,
92,10694,,,,,0.7780612111091614,0.5255515575408936
93,10699,,,1.0,0.16478052735328674,,
93,10799,,,0.9375,0.14991135895252228,,
93,10809,,,,,0.8188775777816772,0.5423629283905029
94,10899,,,1.0,0.1667751967906952,,
94,10924,,,,,0.829081654548645,0.5046596527099609
95,10999,,,0.9375,0.15621930360794067,,
95,11039,,,,,0.8367347121238708,0.4685930013656616
96,11099,,,1.0,0.1658044159412384,,
96,11154,,,,,0.8418367505073547,0.437018483877182
97,11199,,,1.0,0.10141655057668686,,
97,11269,,,,,0.8341836929321289,0.47674623131752014
98,11299,,,0.875,0.2435254603624344,,
98,11384,,,,,0.8341836929321289,0.48665159940719604
99,11399,,,0.9375,0.30137133598327637,,
99,11499,,,1.0,0.10552022606134415,,
99,11499,,,,,0.829081654548645,0.5259120464324951
100,11599,,,0.9375,0.19453945755958557,,
100,11614,,,,,0.829081654548645,0.4687480032444
101,11699,,,0.875,0.25170496106147766,,
101,11729,,,,,0.8112244606018066,0.5234998464584351
102,11799,,,1.0,0.06274008750915527,,
102,11844,,,,,0.8265306353569031,0.4608615040779114
103,11899,,,0.8125,0.5501229166984558,,
103,11959,,,,,0.8112244606018066,0.5377468466758728
104,11999,,,0.875,0.320329874753952,,
104,12074,,,,,0.8137755393981934,0.5386860966682434
105,12099,,,1.0,0.04436946660280228,,
105,12189,,,,,0.831632673740387,0.4854831397533417
106,12199,,,0.9375,0.1972053050994873,,
106,12299,,,1.0,0.01486242562532425,,
106,12304,,,,,0.8112244606018066,0.553790807723999
107,12399,,,0.9375,0.1334429383277893,,
107,12419,,,,,0.8367347121238708,0.4957505762577057
108,12499,,,1.0,0.06264521926641464,,
108,12534,,,,,0.8239796161651611,0.523726761341095
109,12599,,,0.9375,0.14681819081306458,,
109,12649,,,,,0.8392857313156128,0.4958861470222473
110,12699,,,1.0,0.05813652649521828,,
110,12764,,,,,0.8341836929321289,0.4952438175678253
111,12799,,,0.9375,0.42816898226737976,,
111,12879,,,,,0.8494898080825806,0.44940587878227234
112,12880,,,,,0.829081654548645,0.5002053380012512
112,12880,0.8524172902107239,0.48653703927993774,,,,
