epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
21,2529,,,,,0.6096938848495483,0.844852864742279
22,2599,,,0.5625,0.6617469191551208,,
22,2644,,,,,0.6556122303009033,0.8183003067970276
23,2699,,,0.75,0.7200961709022522,,
23,2759,,,,,0.6632652878761292,0.7850959897041321
24,2799,,,0.75,0.714430034160614,,
24,2874,,,,,0.6607142686843872,0.7710294127464294
25,2899,,,0.6875,0.7439172267913818,,
25,2989,,,,,0.6607142686843872,0.8018386363983154
26,2999,,,0.625,0.865800142288208,,
26,3099,,,0.6875,0.6114861965179443,,
26,3104,,,,,0.7015306353569031,0.7797731757164001
27,3199,,,0.6875,0.6479842066764832,,
27,3219,,,,,0.6862244606018066,0.772405743598938
28,3299,,,0.6875,0.7228106260299683,,
28,3334,,,,,0.706632673740387,0.7296236753463745
29,3399,,,0.5625,0.8129825592041016,,
29,3449,,,,,0.7091836929321289,0.7238487005233765
30,3499,,,0.625,0.929952085018158,,
30,3564,,,,,0.6785714030265808,0.7335646748542786
31,3599,,,0.75,0.7375738024711609,,
31,3679,,,,,0.7193877696990967,0.7509236931800842
32,3699,,,0.875,0.5004324913024902,,
32,3794,,,,,0.7295918464660645,0.7021801471710205
33,3799,,,0.5625,0.8123510479927063,,
33,3899,,,0.75,0.6808776259422302,,
33,3909,,,,,0.6887755393981934,0.7216514945030212
34,3999,,,0.625,0.8242651224136353,,
34,4024,,,,,0.706632673740387,0.6912636160850525
35,4099,,,0.8125,0.39659103751182556,,
35,4139,,,,,0.6887755393981934,0.7628997564315796
36,4199,,,0.8125,0.946750819683075,,
36,4254,,,,,0.7270408272743225,0.6811603903770447
37,4299,,,0.875,0.3832719027996063,,
37,4369,,,,,0.706632673740387,0.7062215209007263
38,4399,,,0.75,0.3514166474342346,,
38,4484,,,,,0.6913265585899353,0.7273244261741638
39,4499,,,0.8125,0.498418390750885,,
39,4599,,,0.1666666716337204,1.1193666458129883,,
39,4599,,,,,0.704081654548645,0.6996051073074341
40,4699,,,0.8125,0.3325989842414856,,
40,4714,,,,,0.7423469424247742,0.6328816413879395
41,4799,,,0.875,0.41221970319747925,,
41,4829,,,,,0.75,0.6272952556610107
42,4899,,,0.875,0.42607811093330383,,
42,4944,,,,,0.75,0.638469934463501
43,4999,,,0.875,0.35661745071411133,,
43,5059,,,,,0.7397959232330322,0.6297231316566467
44,5099,,,0.625,0.8541795015335083,,
44,5174,,,,,0.7780612111091614,0.5673418045043945
45,5199,,,0.875,0.43755903840065,,
45,5289,,,,,0.7346938848495483,0.7009366750717163
46,5299,,,0.8125,0.44535884261131287,,
46,5399,,,0.9375,0.30698224902153015,,
46,5404,,,,,0.7244898080825806,0.667580246925354
47,5499,,,0.5625,1.0688387155532837,,
47,5519,,,,,0.7653061151504517,0.6095291376113892
48,5599,,,0.8125,0.6137021780014038,,
48,5634,,,,,0.7142857313156128,0.6433265209197998
49,5699,,,0.9375,0.28860700130462646,,
49,5749,,,,,0.7168367505073547,0.6586710810661316
50,5799,,,0.875,0.33694973587989807,,
50,5864,,,,,0.7423469424247742,0.6617925763130188
51,5899,,,0.8125,0.4243241846561432,,
51,5979,,,,,0.7653061151504517,0.6053017973899841
52,5999,,,0.8125,0.4329560101032257,,
52,6094,,,,,0.7474489808082581,0.6264085173606873
53,6099,,,0.9375,0.3572593927383423,,
53,6199,,,0.8125,0.47131580114364624,,
53,6209,,,,,0.7551020383834839,0.651279628276825
54,6299,,,0.8125,0.38005247712135315,,
54,6324,,,,,0.7806122303009033,0.5777931213378906
55,6399,,,0.875,0.27112269401550293,,
55,6439,,,,,0.7678571343421936,0.6118902564048767
56,6499,,,0.9375,0.38546961545944214,,
56,6554,,,,,0.7806122303009033,0.6039555072784424
57,6599,,,0.875,0.3319445252418518,,
57,6669,,,,,0.8112244606018066,0.5316604375839233
58,6699,,,0.8125,0.49495887756347656,,
58,6784,,,,,0.7806122303009033,0.5859436988830566
59,6799,,,1.0,0.1521838754415512,,
59,6899,,,0.8333333730697632,0.4363539218902588,,
59,6899,,,,,0.795918345451355,0.5622857213020325
60,6999,,,1.0,0.21890217065811157,,
60,7014,,,,,0.8035714030265808,0.5539068579673767
61,7099,,,0.8125,0.516118586063385,,
61,7129,,,,,0.793367326259613,0.5208861231803894
62,7199,,,0.8125,0.4661710560321808,,
62,7244,,,,,0.7882652878761292,0.575831949710846
63,7299,,,0.9375,0.23359592258930206,,
63,7359,,,,,0.8137755393981934,0.5242743492126465
64,7399,,,0.9375,0.19729997217655182,,
64,7474,,,,,0.7984693646430969,0.5319790840148926
65,7499,,,0.9375,0.1802559345960617,,
65,7589,,,,,0.7755101919174194,0.5760466456413269
66,7599,,,0.9375,0.19516342878341675,,
66,7699,,,0.9375,0.19143502414226532,,
66,7704,,,,,0.8086734414100647,0.5102486610412598
67,7799,,,1.0,0.2265366166830063,,
67,7819,,,,,0.8086734414100647,0.537043571472168
68,7899,,,0.9375,0.39420613646507263,,
68,7934,,,,,0.7806122303009033,0.6152014136314392
69,7999,,,0.875,0.3127753734588623,,
69,8049,,,,,0.8086734414100647,0.5389314889907837
70,8099,,,0.8125,0.4203844964504242,,
70,8164,,,,,0.8061224222183228,0.5502384901046753
71,8199,,,0.9375,0.20394036173820496,,
71,8279,,,,,0.8239796161651611,0.5298029184341431
72,8299,,,0.9375,0.17784932255744934,,
72,8394,,,,,0.7882652878761292,0.6477288603782654
73,8399,,,0.875,0.46978995203971863,,
73,8499,,,0.875,0.423811674118042,,
73,8509,,,,,0.8086734414100647,0.5754055976867676
74,8599,,,1.0,0.1614779531955719,,
74,8624,,,,,0.7984693646430969,0.5721715688705444
75,8699,,,0.9375,0.24048180878162384,,
75,8739,,,,,0.8214285969734192,0.5255454182624817
76,8799,,,0.8125,0.427312970161438,,
76,8854,,,,,0.7857142686843872,0.5908704996109009
77,8899,,,0.875,0.25048795342445374,,
77,8969,,,,,0.8010203838348389,0.596956729888916
78,8999,,,0.875,0.3094606101512909,,
78,9084,,,,,0.8163265585899353,0.5117759108543396
79,9099,,,0.9375,0.35185328125953674,,
79,9199,,,0.8333333730697632,0.6799132823944092,,
79,9199,,,,,0.8265306353569031,0.5348297953605652
80,9299,,,0.875,0.3378139138221741,,
80,9314,,,,,0.8239796161651611,0.5300464034080505
81,9399,,,0.8125,0.453624963760376,,
81,9429,,,,,0.8418367505073547,0.4558267891407013
82,9499,,,0.9375,0.27442988753318787,,
82,9544,,,,,0.8367347121238708,0.5024545788764954
83,9599,,,0.875,0.19672369956970215,,
83,9659,,,,,0.8265306353569031,0.495877206325531
84,9699,,,1.0,0.1027790755033493,,
84,9774,,,,,0.8494898080825806,0.4266355335712433
85,9799,,,0.875,0.28480350971221924,,
85,9889,,,,,0.8214285969734192,0.5208157896995544
86,9899,,,0.875,0.2817341387271881,,
86,9999,,,0.875,0.17541426420211792,,
86,10004,,,,,0.8137755393981934,0.5689036846160889
87,10099,,,0.875,0.32180148363113403,,
87,10119,,,,,0.8188775777816772,0.5377289056777954
88,10199,,,0.875,0.2283187210559845,,
88,10234,,,,,0.8086734414100647,0.4609619379043579
89,10299,,,0.9375,0.20482000708580017,,
89,10349,,,,,0.8137755393981934,0.5628691911697388
90,10399,,,0.9375,0.3054443597793579,,
90,10464,,,,,0.8010203838348389,0.5454478859901428
91,10499,,,0.875,0.2603358328342438,,
91,10579,,,,,0.8392857313156128,0.5213174819946289
92,10599,,,0.875,0.316140741109848,,
92,10694,,,,,0.8265306353569031,0.509956955909729
93,10699,,,0.75,0.6514096260070801,,
93,10799,,,0.9375,0.23233471810817719,,
93,10809,,,,,0.829081654548645,0.4864865243434906
94,10899,,,0.8125,0.47648435831069946,,
94,10924,,,,,0.8214285969734192,0.5012816786766052
95,10999,,,1.0,0.09843291342258453,,
95,11039,,,,,0.8392857313156128,0.45388662815093994
96,11099,,,1.0,0.16944459080696106,,
96,11154,,,,,0.8239796161651611,0.4989064931869507
97,11199,,,0.9375,0.14539651572704315,,
97,11269,,,,,0.8265306353569031,0.5922679901123047
98,11299,,,0.9375,0.23288747668266296,,
98,11384,,,,,0.829081654548645,0.5140528678894043
99,11399,,,0.875,0.3189581036567688,,
99,11499,,,0.8333333730697632,0.5184366106987,,
99,11499,,,,,0.8367347121238708,0.48768308758735657
100,11500,,,,,0.8239796161651611,0.4895102381706238
100,11500,0.8269720077514648,0.4934389591217041,,,,
