epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
30,3499,,,0.6875,0.5948383212089539,,
30,3564,,,,,0.6275510191917419,0.7877240180969238
31,3599,,,0.6875,0.8236703276634216,,
31,3679,,,,,0.6581632494926453,0.742363452911377
32,3699,,,0.875,0.4724748134613037,,
32,3794,,,,,0.6505101919174194,0.7472834587097168
33,3799,,,0.6875,0.5875545144081116,,
33,3899,,,0.8125,0.5813921093940735,,
33,3909,,,,,0.6964285969734192,0.7124136090278625
34,3999,,,0.875,0.4269120395183563,,
34,4024,,,,,0.6734693646430969,0.7502907514572144
35,4099,,,0.8125,0.6381608247756958,,
35,4139,,,,,0.6403061151504517,0.7600837349891663
36,4199,,,0.6875,0.9509621858596802,,
36,4254,,,,,0.6479591727256775,0.7405927181243896
37,4299,,,0.6875,0.5299835205078125,,
37,4369,,,,,0.6938775777816772,0.7058746218681335
38,4399,,,0.75,0.7809622287750244,,
38,4484,,,,,0.6887755393981934,0.6856233477592468
39,4499,,,0.6875,0.6748046875,,
39,4599,,,0.5,0.7680266499519348,,
39,4599,,,,,0.706632673740387,0.7121398448944092
40,4699,,,0.875,0.5268880128860474,,
40,4714,,,,,0.6964285969734192,0.7373596429824829
41,4799,,,0.9375,0.4470038414001465,,
41,4829,,,,,0.6632652878761292,0.7368420362472534
42,4899,,,0.875,0.3997243344783783,,
42,4944,,,,,0.7015306353569031,0.7090597152709961
43,4999,,,0.875,0.463844895362854,,
43,5059,,,,,0.704081654548645,0.6888875961303711
44,5099,,,0.8125,0.5657727122306824,,
44,5174,,,,,0.7117347121238708,0.6795215010643005
45,5199,,,0.875,0.3003632128238678,,
45,5289,,,,,0.7117347121238708,0.6569962501525879
46,5299,,,0.6875,0.5385473370552063,,
46,5399,,,0.875,0.42855051159858704,,
46,5404,,,,,0.704081654548645,0.70103919506073
47,5499,,,0.875,0.41578447818756104,,
47,5519,,,,,0.75,0.6305198669433594
48,5599,,,0.75,0.6298499703407288,,
48,5634,,,,,0.7448979616165161,0.6113576889038086
49,5699,,,0.875,0.273733526468277,,
49,5749,,,,,0.7321428656578064,0.6385037302970886
50,5799,,,0.75,0.6411644816398621,,
50,5864,,,,,0.7321428656578064,0.652413010597229
51,5899,,,0.875,0.417283296585083,,
51,5979,,,,,0.7244898080825806,0.661094605922699
52,5999,,,0.875,0.31832534074783325,,
52,6094,,,,,0.7372449040412903,0.6406587362289429
53,6099,,,0.875,0.5416977405548096,,
53,6199,,,0.75,0.4723542630672455,,
53,6209,,,,,0.7627550959587097,0.6246747970581055
54,6299,,,0.875,0.2954573631286621,,
54,6324,,,,,0.7397959232330322,0.6693413257598877
55,6399,,,0.9375,0.27756279706954956,,
55,6439,,,,,0.7551020383834839,0.6806925535202026
56,6499,,,0.875,0.24614708125591278,,
56,6554,,,,,0.7397959232330322,0.6370620131492615
57,6599,,,0.875,0.395868718624115,,
57,6669,,,,,0.7295918464660645,0.6564666628837585
58,6699,,,0.8125,0.48092198371887207,,
58,6784,,,,,0.7653061151504517,0.6037004590034485
59,6799,,,1.0,0.2560553252696991,,
59,6899,,,0.6666666865348816,0.513281524181366,,
59,6899,,,,,0.8010203838348389,0.5363107919692993
60,6999,,,0.8125,0.4595084488391876,,
60,7014,,,,,0.7780612111091614,0.5517662763595581
61,7099,,,0.8125,0.60544353723526,,
61,7129,,,,,0.7576530575752258,0.580864429473877
62,7199,,,0.9375,0.2503683865070343,,
62,7244,,,,,0.7806122303009033,0.5727576613426208
63,7299,,,0.9375,0.14653176069259644,,
63,7359,,,,,0.7321428656578064,0.638993501663208
64,7399,,,0.8125,0.5191272497177124,,
64,7474,,,,,0.7882652878761292,0.5587367415428162
65,7499,,,0.875,0.507770836353302,,
65,7589,,,,,0.7806122303009033,0.6084492802619934
66,7599,,,0.9375,0.41766688227653503,,
66,7699,,,0.9375,0.22058722376823425,,
66,7704,,,,,0.7729591727256775,0.6128177642822266
67,7799,,,0.875,0.22737853229045868,,
67,7819,,,,,0.7806122303009033,0.5839847922325134
68,7899,,,0.9375,0.1865830272436142,,
68,7934,,,,,0.8137755393981934,0.5359233617782593
69,7999,,,0.9375,0.3107565939426422,,
69,8049,,,,,0.793367326259613,0.5420325398445129
70,8099,,,0.875,0.4593423902988434,,
70,8164,,,,,0.7908163070678711,0.5661740303039551
71,8199,,,0.875,0.4838968515396118,,
71,8279,,,,,0.7806122303009033,0.613898754119873
72,8299,,,0.9375,0.1550014168024063,,
72,8394,,,,,0.7806122303009033,0.6105376482009888
73,8399,,,0.75,0.49165570735931396,,
73,8499,,,0.75,0.5460285544395447,,
73,8509,,,,,0.7627550959587097,0.5588241219520569
74,8599,,,0.9375,0.3275497853755951,,
74,8624,,,,,0.7755101919174194,0.6480385065078735
75,8699,,,0.9375,0.15986336767673492,,
75,8739,,,,,0.7729591727256775,0.5490419864654541
76,8799,,,0.9375,0.23592382669448853,,
76,8854,,,,,0.7908163070678711,0.603441596031189
77,8899,,,0.9375,0.21926939487457275,,
77,8969,,,,,0.7525510191917419,0.6290239691734314
78,8999,,,0.9375,0.3107845187187195,,
78,9084,,,,,0.75,0.6286322474479675
79,9099,,,1.0,0.06674040853977203,,
79,9199,,,0.8333333730697632,0.20032911002635956,,
79,9199,,,,,0.7729591727256775,0.5819112062454224
80,9299,,,1.0,0.09414547681808472,,
80,9314,,,,,0.8341836929321289,0.5211168527603149
81,9399,,,0.9375,0.354385107755661,,
81,9429,,,,,0.8265306353569031,0.47510582208633423
82,9499,,,0.9375,0.2819587290287018,,
82,9544,,,,,0.8112244606018066,0.5668858289718628
83,9599,,,0.9375,0.17443236708641052,,
83,9659,,,,,0.795918345451355,0.5388249158859253
84,9699,,,0.8125,0.6128509044647217,,
84,9774,,,,,0.8137755393981934,0.5024446249008179
85,9799,,,0.875,0.3117823302745819,,
85,9889,,,,,0.8188775777816772,0.46822500228881836
86,9899,,,1.0,0.09229661524295807,,
86,9999,,,0.8125,0.5025700330734253,,
86,10004,,,,,0.8341836929321289,0.4900803864002228
87,10099,,,1.0,0.11817099153995514,,
87,10119,,,,,0.8188775777816772,0.4903377294540405
88,10199,,,0.875,0.36648404598236084,,
88,10234,,,,,0.8010203838348389,0.5051229596138
89,10299,,,0.9375,0.2439866065979004,,
89,10349,,,,,0.795918345451355,0.5375845432281494
90,10399,,,0.875,0.37804222106933594,,
90,10464,,,,,0.831632673740387,0.45693135261535645
91,10499,,,0.9375,0.17855848371982574,,
91,10579,,,,,0.8214285969734192,0.45580288767814636
92,10599,,,0.8125,0.7508139610290527,,
92,10694,,,,,0.8265306353569031,0.47503697872161865
93,10699,,,1.0,0.05875933915376663,,
93,10799,,,1.0,0.09616267681121826,,
93,10809,,,,,0.8265306353569031,0.500277578830719
94,10899,,,0.875,0.3812694251537323,,
94,10924,,,,,0.8188775777816772,0.49127963185310364
95,10999,,,0.9375,0.17188669741153717,,
95,11039,,,,,0.8418367505073547,0.446907639503479
96,11099,,,1.0,0.09894853830337524,,
96,11154,,,,,0.8265306353569031,0.48811259865760803
97,11199,,,0.9375,0.19220012426376343,,
97,11269,,,,,0.8265306353569031,0.5126489996910095
98,11299,,,0.9375,0.183126762509346,,
98,11384,,,,,0.8494898080825806,0.46428996324539185
99,11399,,,1.0,0.07387177646160126,,
99,11499,,,0.6666666865348816,0.6378795504570007,,
99,11499,,,,,0.8112244606018066,0.5210745930671692
100,11599,,,0.875,0.6093205809593201,,
100,11614,,,,,0.8265306353569031,0.4457142949104309
101,11699,,,0.9375,0.2589139938354492,,
101,11729,,,,,0.831632673740387,0.4763750433921814
102,11799,,,0.875,0.519721508026123,,
102,11844,,,,,0.8443877696990967,0.47156357765197754
103,11899,,,0.9375,0.4127609133720398,,
103,11959,,,,,0.8392857313156128,0.4666111171245575
104,11999,,,1.0,0.11634975671768188,,
104,12074,,,,,0.8341836929321289,0.4771241545677185
105,12099,,,0.8125,0.25682857632637024,,
105,12189,,,,,0.8112244606018066,0.5328062176704407
106,12199,,,0.8125,0.611655056476593,,
106,12299,,,0.875,0.16894099116325378,,
106,12304,,,,,0.8418367505073547,0.42735832929611206
107,12399,,,0.75,0.9187303781509399,,
107,12419,,,,,0.8265306353569031,0.4625045657157898
108,12499,,,0.9375,0.18648986518383026,,
108,12534,,,,,0.8188775777816772,0.5570873618125916
109,12599,,,0.9375,0.11041414737701416,,
109,12649,,,,,0.8137755393981934,0.5224190354347229
110,12699,,,0.875,0.374382346868515,,
110,12764,,,,,0.829081654548645,0.48729315400123596
111,12799,,,0.8125,0.31835293769836426,,
111,12879,,,,,0.8443877696990967,0.4761162996292114
112,12899,,,0.9375,0.18973083794116974,,
112,12994,,,,,0.8545918464660645,0.4438518285751343
113,12999,,,1.0,0.055812180042266846,,
113,13099,,,1.0,0.12137079983949661,,
113,13109,,,,,0.831632673740387,0.5040777325630188
114,13199,,,0.9375,0.12820440530776978,,
114,13224,,,,,0.8137755393981934,0.49307966232299805
115,13299,,,0.8125,0.3240169584751129,,
115,13339,,,,,0.8188775777816772,0.46753084659576416
116,13399,,,0.9375,0.16527962684631348,,
116,13454,,,,,0.8163265585899353,0.5239372849464417
117,13499,,,0.875,0.2768213748931885,,
117,13569,,,,,0.829081654548645,0.547391951084137
118,13599,,,0.9375,0.17168214917182922,,
118,13684,,,,,0.8265306353569031,0.5032064914703369
119,13699,,,1.0,0.06988955289125443,,
119,13799,,,0.8333333730697632,0.30074843764305115,,
119,13799,,,,,0.8392857313156128,0.4991377890110016
120,13899,,,1.0,0.043278422206640244,,
120,13914,,,,,0.8520408272743225,0.49778252840042114
121,13999,,,0.875,0.3104369342327118,,
121,14029,,,,,0.8698979616165161,0.41422197222709656
122,14099,,,0.8125,0.38803407549858093,,
122,14144,,,,,0.8443877696990967,0.43474316596984863
123,14199,,,1.0,0.03950655832886696,,
123,14259,,,,,0.8469387888908386,0.46902579069137573
124,14299,,,0.9375,0.20147544145584106,,
124,14374,,,,,0.8265306353569031,0.5248294472694397
125,14399,,,0.9375,0.2704262137413025,,
125,14489,,,,,0.8469387888908386,0.44898656010627747
126,14499,,,1.0,0.08407790958881378,,
126,14599,,,0.9375,0.1835213601589203,,
126,14604,,,,,0.8545918464660645,0.46983081102371216
127,14699,,,0.9375,0.11648738384246826,,
127,14719,,,,,0.8392857313156128,0.4779333770275116
128,14799,,,0.9375,0.26316070556640625,,
128,14834,,,,,0.8494898080825806,0.4586011469364166
129,14899,,,0.9375,0.23538759350776672,,
129,14949,,,,,0.8494898080825806,0.4693949818611145
130,14999,,,1.0,0.09485666453838348,,
130,15064,,,,,0.8443877696990967,0.4202430546283722
131,15099,,,0.9375,0.13762930035591125,,
131,15179,,,,,0.8443877696990967,0.4690566062927246
132,15199,,,1.0,0.09952106326818466,,
132,15294,,,,,0.831632673740387,0.483953058719635
133,15299,,,0.9375,0.3072199523448944,,
133,15399,,,0.9375,0.1832350641489029,,
133,15409,,,,,0.8418367505073547,0.47533801198005676
134,15499,,,0.9375,0.2511242926120758,,
134,15524,,,,,0.8341836929321289,0.48782289028167725
135,15599,,,1.0,0.05803299322724342,,
135,15639,,,,,0.829081654548645,0.5117302536964417
136,15699,,,1.0,0.05760607123374939,,
136,15754,,,,,0.8571428656578064,0.473183274269104
137,15755,,,,,0.8520408272743225,0.47029078006744385
137,15755,0.8549618124961853,0.4793738126754761,,,,
