epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
22,2644,,,,,0.7295918464660645,0.7076324820518494
23,2699,,,0.875,0.5194689035415649,,
23,2759,,,,,0.706632673740387,0.7304823994636536
24,2799,,,0.75,0.5961897373199463,,
24,2874,,,,,0.7321428656578064,0.6679951548576355
25,2899,,,0.875,0.34819531440734863,,
25,2989,,,,,0.7576530575752258,0.6265798807144165
26,2999,,,1.0,0.12393029034137726,,
26,3099,,,0.8125,0.43126970529556274,,
26,3104,,,,,0.7525510191917419,0.6244377493858337
27,3199,,,0.9375,0.2509332597255707,,
27,3219,,,,,0.7755101919174194,0.5881507396697998
28,3299,,,0.9375,0.23841671645641327,,
28,3334,,,,,0.7525510191917419,0.6270260214805603
29,3399,,,0.625,0.6866960525512695,,
29,3449,,,,,0.7729591727256775,0.5875151753425598
30,3499,,,0.875,0.21416404843330383,,
30,3564,,,,,0.7729591727256775,0.6408222317695618
31,3599,,,0.875,0.31030383706092834,,
31,3679,,,,,0.7423469424247742,0.656893253326416
32,3699,,,0.9375,0.3437899351119995,,
32,3794,,,,,0.7857142686843872,0.6176685094833374
33,3799,,,0.9375,0.14317721128463745,,
33,3899,,,0.875,0.26862236857414246,,
33,3909,,,,,0.7295918464660645,0.7272539138793945
34,3999,,,0.9375,0.18407350778579712,,
34,4024,,,,,0.7678571343421936,0.6421165466308594
35,4099,,,0.8125,0.7503647208213806,,
35,4139,,,,,0.7653061151504517,0.5734332203865051
36,4199,,,0.875,0.2699792981147766,,
36,4254,,,,,0.7423469424247742,0.697687029838562
37,4299,,,1.0,0.21316401660442352,,
37,4369,,,,,0.7908163070678711,0.5813085436820984
38,4399,,,0.8125,0.5799303650856018,,
38,4484,,,,,0.7704081535339355,0.6264150142669678
39,4499,,,1.0,0.11321019381284714,,
39,4599,,,0.6666666865348816,0.6198188662528992,,
39,4599,,,,,0.7704081535339355,0.6293740272521973
40,4699,,,0.9375,0.206541046500206,,
40,4714,,,,,0.7806122303009033,0.6209313869476318
41,4799,,,0.9375,0.3942519724369049,,
41,4829,,,,,0.7729591727256775,0.6505153179168701
42,4899,,,0.875,0.33582714200019836,,
42,4944,,,,,0.8035714030265808,0.5107713937759399
43,4999,,,0.9375,0.19889140129089355,,
43,5059,,,,,0.8061224222183228,0.538623571395874
44,5099,,,1.0,0.10434459149837494,,
44,5174,,,,,0.8112244606018066,0.5167510509490967
45,5199,,,1.0,0.08980105817317963,,
45,5289,,,,,0.7806122303009033,0.6047238707542419
46,5299,,,0.9375,0.09249493479728699,,
46,5399,,,1.0,0.10880263149738312,,
46,5404,,,,,0.8163265585899353,0.5684406161308289
47,5499,,,1.0,0.05584701895713806,,
47,5519,,,,,0.793367326259613,0.5675867199897766
48,5599,,,0.8125,0.4218829274177551,,
48,5634,,,,,0.795918345451355,0.5385187864303589
49,5699,,,0.875,0.21573323011398315,,
49,5749,,,,,0.8010203838348389,0.47851768136024475
50,5799,,,0.875,0.42537954449653625,,
50,5864,,,,,0.7908163070678711,0.5482014417648315
51,5899,,,1.0,0.10931652039289474,,
51,5979,,,,,0.8163265585899353,0.5338060855865479
52,5999,,,1.0,0.04647081345319748,,
52,6094,,,,,0.7908163070678711,0.5514565706253052
53,6099,,,1.0,0.07770457863807678,,
53,6199,,,1.0,0.061441704630851746,,
53,6209,,,,,0.7908163070678711,0.5328925251960754
54,6299,,,0.9375,0.24368923902511597,,
54,6324,,,,,0.8035714030265808,0.5761205554008484
55,6399,,,0.9375,0.40068963170051575,,
55,6439,,,,,0.8086734414100647,0.5159749388694763
56,6499,,,1.0,0.07292938232421875,,
56,6554,,,,,0.8137755393981934,0.597697377204895
57,6599,,,0.9375,0.21622060239315033,,
57,6669,,,,,0.8086734414100647,0.5039124488830566
58,6699,,,0.9375,0.21610254049301147,,
58,6784,,,,,0.8061224222183228,0.5472984910011292
59,6799,,,1.0,0.06988909840583801,,
59,6899,,,1.0,0.173963725566864,,
59,6899,,,,,0.795918345451355,0.5576229691505432
60,6999,,,0.9375,0.41709092259407043,,
60,7014,,,,,0.8035714030265808,0.5340449810028076
61,7099,,,1.0,0.06705150753259659,,
61,7129,,,,,0.8035714030265808,0.5101096630096436
62,7199,,,1.0,0.05793074890971184,,
62,7244,,,,,0.7882652878761292,0.5392774343490601
63,7299,,,1.0,0.08130567520856857,,
63,7359,,,,,0.8214285969734192,0.5104702711105347
64,7399,,,0.9375,0.19577769935131073,,
64,7474,,,,,0.8188775777816772,0.5153795480728149
65,7475,,,,,0.8086734414100647,0.5175451040267944
65,7475,0.8167939186096191,0.46319347620010376,,,,
